rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect8b_rbd;nalu_mate8b_rbd;nalu_hist8b_rbd;prom_lect8b_rbd;prom_mate8b_rbd;prom_hist8b_rbd;dif_lect8b_rbd;dif_mate8b_rbd;dif_hist8b_rbd;difgru_lect8b_rbd;difgru_mate8b_rbd;difgru_hist8b_rbd;sigdif_lect8b_rbd;sigdif_mate8b_rbd;sigdif_hist8b_rbd;siggru_lect8b_rbd;siggru_mate8b_rbd;siggru_hist8b_rbd;marca_lect8b_rbd;marca_mate8b_rbd;marca_hist8b_rbd;marcadif_lect8b_rbd;marcadif_mate8b_rbd;marcadif_hist8b_rbd;palu_eda_ins_lect8b_rbd;palu_eda_ele_lect8b_rbd;palu_eda_ade_lect8b_rbd;palu_eda_ins_mate8b_rbd;palu_eda_ele_mate8b_rbd;palu_eda_ade_mate8b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
8931;1;ESCUELA BASICA EL VERGEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;1;1;4;1;18;19;18;238;253;244;2;4;24;-12;-20;-18;0;0;1;-1;-1;-1;;;;;;;44.4;33.3;22.2;42.1;47.4;10.5;0;v12025;20260427;8b;2025
8974;5;COLEGIO CAMPVS COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;14;16;14;291;312;298;-5;25;-29;17;7;9;0;1;-1;1;0;0;;;;;;;7.1;35.7;57.1;0;25;75;0;v12025;20260427;8b;2025
5439;9;COMPLEJO EDUCACIONAL LUIS DURAND DURAND;9;DE LA ARAUCANÍA;92;MALLECO;9210;TRAIGUÉN;91;Malleco;2;1;1;1;14;14;14;212;234;235;-12;20;12;-6;0;4;0;0;0;0;0;0;;;;;;;71.4;21.4;7.1;71.4;21.4;7.1;0;v12025;20260427;8b;2025
18128;5;COLEGIO SANTO TOMÁS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;4;1;47;47;47;268;282;274;-7;-10;-2;18;9;12;0;0;0;1;1;1;;;;;;;25.5;31.9;42.6;23.4;40.4;36.2;0;v12025;20260427;8b;2025
8287;2;ESCUELA RURAL AUCHAC;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;6;4;1;2;3;3;3;199;210;227;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
8536;7;ESCUELA REPUBLICA DE ISRAEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;38;40;38;226;246;243;-20;-14;-12;-11;-10;-5;-1;-1;0;-1;-1;0;;;;;;;55.3;36.8;7.9;45;45;10;0;v12025;20260427;8b;2025
31012;3;INSTITUTO BICENTENARIO DE EXCELENCIA CH;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;23;24;23;223;236;228;-18;-9;-21;-14;-20;-20;0;0;0;-1;-1;-1;;;;;;;47.8;39.1;13;70.8;20.8;8.3;0;v12025;20260427;8b;2025
9618;0;ESCUELA BAS. BENJAMIN SUBERCASEAUX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;6;4;2;1;60;61;60;227;256;238;12;20;9;2;14;2;1;1;0;0;1;0;;;;;;;50;38.3;11.7;36.1;52.5;11.5;0;v12025;20260427;8b;2025
31258;4;COLEGIO WALDORF DE SANTIAGO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;6;6;6;238;265;252;;;;-36;-40;-37;;;;-1;-1;-1;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
9369;6;ESCUELA PARTICULAR ROSARIO CONCHA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;79;78;78;242;257;251;5;-8;17;5;1;3;0;0;1;1;0;0;;;;;;;39.2;46.8;13.9;38.5;50;11.5;0;v12025;20260427;8b;2025
6126;3;ESCUELA PARTICULAR NUEVA ESPERANZA;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;2;1;12;12;12;259;250;266;10;-22;3;34;8;30;0;0;0;1;0;1;;;;;;;41.7;33.3;25;41.7;50;8.3;0;v12025;20260427;8b;2025
18028;9;COLEGIO CIUDAD EDUCATIVA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;69;72;71;228;256;250;15;14;26;-9;0;2;1;1;1;-1;0;0;;;;;;;52.2;37.7;10.1;43.1;45.8;11.1;0;v12025;20260427;8b;2025
8436;0;ESCUELA PORTUGAL;12;DE MAGALLANES Y DE LA ANTÁRTICA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;2;1;28;28;29;226;216;232;4;-10;-2;1;-26;-4;0;0;0;0;-1;0;;;;;;;60.7;21.4;17.9;78.6;21.4;0;0;v12025;20260427;8b;2025
10305;5;ESCUELA SANTIAGO DE GUAYAQUIL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13107;HUECHURABA;137;Norte;2;1;3;1;31;30;31;228;246;206;3;-1;-32;-9;-10;-42;0;0;-1;-1;-1;-1;;;;;;;48.4;38.7;12.9;50;40;10;0;v12025;20260427;8b;2025
8682;7;COLEGIO RAFAEL SANHUEZA LIZARDI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;3;2;4;1;85;82;85;263;297;285;4;-15;-8;13;24;23;0;-1;0;1;1;1;;;;;;;23.5;41.2;35.3;14.6;36.6;48.8;0;v12025;20260427;8b;2025
10010;2;MUSTAFA KEMAL ATATURK;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;6;4;2;1;25;26;25;218;234;223;8;10;7;-7;-8;-13;0;0;0;0;0;-1;;;;;;;60;36;4;73.1;19.2;7.7;0;v12025;20260427;8b;2025
8928;1;LICEO JOSE VICTORINO LASTARRIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;1;1;4;1;170;176;171;233;258;259;7;-8;13;-17;-15;-3;0;0;1;-1;-1;0;;;;;;;43.5;40.6;15.9;39.2;43.2;17.6;0;v12025;20260427;8b;2025
10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;6;4;2;1;0;16;0;;216;;;1;;;-26;;;0;;;-1;;1;;1;2;;2;;;;87.5;12.5;0;0;v12025;20260427;8b;2025
5585;9;ESCUELA VILLA ALEGRE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;2;1;2;1;13;13;13;230;266;229;5;29;5;5;24;-7;0;1;0;0;1;0;;;;;;;46.2;38.5;15.4;30.8;46.2;23.1;0;v12025;20260427;8b;2025
14573;4;ESCUELA CAROLA REYES PIZARRO;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;3;2;4;4;4;256;215;258;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
12509;1;LICEO PDTE. ANIBAL PINTO GARMENDIA.;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;58;60;58;231;244;251;-7;-18;5;-6;-12;3;0;-1;0;-1;-1;0;;;;;;;46.6;41.4;12.1;56.7;35;8.3;0;v12025;20260427;8b;2025
6060;7;ESC. BASICA VILLA SAN PEDRO;9;DE LA ARAUCANÍA;91;CAUTÍN;9115;PUCÓN;93;Cautin Sur;2;1;2;2;19;18;19;215;228;197;-4;-21;-54;-10;-14;-39;0;-1;-1;-1;-1;-1;;;;;;;52.6;42.1;5.3;66.7;27.8;5.6;0;v12025;20260427;8b;2025
4019;3;ESCUELA BÁSICA LAGUNA AVENDAÑO;16;DE ÑUBLE;161;DIGUILLÍN;16107;QUILLÓN;161;Diguillín;2;1;2;2;18;17;18;245;237;226;-20;-38;-43;20;-5;-10;-1;-1;-1;1;0;0;;;;;;;33.3;38.9;27.8;64.7;35.3;0;0;v12025;20260427;8b;2025
14716;8;PAN AMERICAN COLLEGE VINA DEL MAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;30;31;30;252;268;262;20;-2;35;2;-5;0;1;0;1;0;0;0;;;;;;;30;46.7;23.3;32.3;48.4;19.4;0;v12025;20260427;8b;2025
3355;3;ESCUELA GABRIELA MISTRAL;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;2;1;1;2;7;7;7;232;239;251;31;-28;30;14;5;20;1;0;0;0;0;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
22519;3;COLEGIO MIRADOR DEL LAGO;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;6;4;2;1;72;71;72;220;222;223;-10;-33;-2;-5;-20;-13;0;-1;0;0;-1;-1;;;;;;;56.9;34.7;8.3;73.2;23.9;2.8;0;v12025;20260427;8b;2025
464;2;ESCUELA BÁSICA GUALBERTO KONG FERNÁNDEZ;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;6;4;3;1;71;71;71;230;244;234;28;28;20;-7;-12;-14;1;1;1;-1;-1;-1;;;;;;;50.7;39.4;9.9;47.9;39.4;12.7;0;v12025;20260427;8b;2025
25101;1;COLEGIO CORONEL ELEUTERIO RAMIREZ MOLIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;3;2;3;1;96;99;96;237;258;247;-10;-21;-17;0;2;-1;-1;-1;-1;0;0;0;;;;;;;40.6;40.6;18.8;33.3;57.6;9.1;0;v12025;20260427;8b;2025
16780;0;COLEGIO ALTO LAUQUÉN;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;3;1;52;54;52;250;271;257;;;;13;15;9;;;;1;1;1;;;;1;1;1;30.8;46.2;23.1;24.1;57.4;18.5;0;v12025;20260427;8b;2025
1128;2;ESCUELA COMUNIDADES DE VALLE HERMOSO;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;2;2;24;24;24;227;241;242;28;10;36;2;-1;6;1;0;1;0;0;0;;;;;;;50;45.8;4.2;45.8;50;4.2;0;v12025;20260427;8b;2025
7434;9;ESCUELA PARTICULAR N.143 SANTA CRUZ;10;DE LOS LAGOS;103;OSORNO;10307;SAN PABLO;103;Osorno;3;2;2;1;17;17;17;223;254;230;-2;-7;-2;-2;12;-6;0;0;0;0;1;0;;;;;;;47.1;47.1;5.9;35.3;58.8;5.9;0;v12025;20260427;8b;2025
4188;2;ESCUELA REPUBLICA DE GRECIA;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;2;1;2;2;2;228;225;224;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
4852;6;ESCUELA BASICA CALETA DEL MEDIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;8b;2025
14381;2;COLEGIO EL VALLE DE CASABLANCA;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;3;2;4;1;36;37;36;246;261;262;-47;-28;-52;-4;-12;0;-1;-1;-1;0;-1;0;;;;;;;27.8;55.6;16.7;32.4;54.1;13.5;0;v12025;20260427;8b;2025
3143;7;ESCUELA SANTA LAURA DE LO FIGUEROA;7;DEL MAULE;71;TALCA;7107;PENCAHUE;72;Talca;2;1;3;2;7;7;7;226;250;223;-23;-11;-39;-11;-6;-25;0;0;-1;0;0;-1;;;;;;;;;;;;;0;v12025;20260427;8b;2025
25224;7;COLEGIO BERTAIT COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;1;1;1;;;;;;;;;;;;;;;;1;1;1;2;2;2;;;;;;;0;v12025;20260427;8b;2025
5250;7;ESCUELA REGIMIENTO HUSARES;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;1;2;1;1;1;;;;;;;;;;;;;;;;1;1;1;2;2;2;;;;;;;0;v12025;20260427;8b;2025
4586;1;ESCUELA BASICA MANQUIMAVIDA;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;6;4;1;1;5;6;5;210;229;213;;4;;;-5;;;0;;;0;;;;;2;;2;;;;;;;0;v12025;20260427;8b;2025
3335;9;ESCUELA PANIMAVIDA;7;DEL MAULE;74;LINARES;7402;COLBÚN;73;Linares;2;1;2;2;32;31;32;234;251;234;;;;;;;;;;;;;2;2;2;1;1;1;40.6;43.8;15.6;51.6;35.5;12.9;0;v12025;20260427;8b;2025
22419;7;ESCUELA PADRE ALBERTO HURTADO;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;1;1;52;52;52;211;222;223;1;-4;-1;-7;-12;-8;0;0;0;-1;-1;-1;;;;;;;65.4;26.9;7.7;75;21.2;3.8;0;v12025;20260427;8b;2025
11968;7;COLEGIO CUMBRES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;70;71;70;287;319;299;13;-9;-5;13;14;10;1;0;0;1;1;1;;;;;;;11.4;24.3;64.3;2.8;22.5;74.6;0;v12025;20260427;8b;2025
3976;4;LICEO MANUEL BULNES;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;2;1;1;1;15;16;14;199;222;205;2;-11;-3;-19;-12;-26;0;0;0;-1;-1;-1;;;;;;;73.3;26.7;0;75;25;0;0;v12025;20260427;8b;2025
24626;3;COMPLEJO EDUCACIONAL ALBERTO WIDMER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;139;142;139;249;269;254;-4;-12;4;12;13;6;0;-1;0;1;1;1;;;;;;;32.4;41;26.6;29.6;47.2;23.2;0;v12025;20260427;8b;2025
1148;7;LICEO JOSE MANUEL BORGONO NUNEZ;5;DE VALPARAÍSO;54;PETORCA;5404;PETORCA;51;Quillota - Petorca;2;1;2;1;35;36;35;219;229;225;-6;-24;-25;-6;-13;-11;0;-1;-1;0;-1;-1;;;;;;;62.9;25.7;11.4;66.7;30.6;2.8;0;v12025;20260427;8b;2025
1271;8;ESCUELA JOSÉ ANTONIO MANSO DE VELASCO;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;2;1;2;1;33;31;34;211;238;228;8;3;10;-14;-4;-8;0;0;0;-1;0;0;;;;;;;60.6;36.4;3;58.1;35.5;6.5;0;v12025;20260427;8b;2025
15755;4;COLEGIO SAN NICOLAS;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6303;CHIMBARONGO;62;Colchagua;3;2;2;1;25;26;25;239;269;245;4;28;-9;14;27;9;0;1;0;1;1;0;;;;;;;32;48;20;34.6;42.3;23.1;0;v12025;20260427;8b;2025
2814;2;ESCUELA SAN RAFAEL;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;1;2;11;11;11;251;262;246;28;36;20;33;28;15;1;1;0;1;1;0;;;;;;;18.2;54.5;27.3;36.4;45.5;18.2;0;v12025;20260427;8b;2025
22688;2;COLEGIO BOSQUES DE ALERCE;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;2;2;70;71;71;244;261;265;-3;-2;10;19;19;29;0;0;0;1;1;1;;;;;;;35.7;44.3;20;38;43.7;18.3;0;v12025;20260427;8b;2025
630;0;COLEGIO LA HERRADURA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;25;26;25;232;241;235;-4;4;-1;7;-1;-1;0;0;0;0;0;0;;;;;;;48;44;8;57.7;34.6;7.7;0;v12025;20260427;8b;2025
3212;3;ESCUELA ANA LUISA ESPINA RIVERO;7;DEL MAULE;71;TALCA;7103;CUREPTO;72;Talca;2;1;1;2;4;4;4;218;230;236;;;;;;;;;;;;;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
5227;2;ESCUELA JOSÉ ELÍAS BOLIVAR HERRERA;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;2;1;22;21;22;243;271;254;13;20;12;18;29;18;0;1;0;1;1;1;;;;;;;36.4;50;13.6;28.6;42.9;28.6;0;v12025;20260427;8b;2025
4686;8;INSTITUTO DE HUMANIDADES ALFREDO SILVA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;4;3;5;1;62;62;62;296;303;297;2;-17;-9;22;-2;8;0;-1;0;1;0;1;;;;;;;0;46.8;53.2;8.1;43.5;48.4;0;v12025;20260427;8b;2025
25785;0;COLEGIO PART. ROYAL AMERICAN SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;4;3;5;1;32;32;32;250;272;271;-21;-16;-8;-24;-33;-18;-1;-1;0;-1;-1;-1;;;;;;;25;46.9;28.1;18.8;62.5;18.8;0;v12025;20260427;8b;2025
1440;0;COLEGIO LUCERO;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;4;3;5;1;4;3;4;237;235;248;;;;;;;;;;;;;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
16588;3;COLEGIO SAN ALFONSO DE EL BOLDO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;3;1;36;35;36;267;275;273;6;-15;2;30;19;25;0;-1;0;1;1;1;;;;;;;19.4;47.2;33.3;22.9;51.4;25.7;0;v12025;20260427;8b;2025
22476;6;COLEGIO SAN JOSE;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;6;4;2;1;14;14;14;209;245;219;-4;38;1;-16;3;-17;0;1;0;-1;0;-1;;;;;;;71.4;21.4;7.1;57.1;28.6;14.3;0;v12025;20260427;8b;2025
9741;1;ESCUELA BASICA COEDUCACIONAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;6;4;1;1;23;23;23;205;218;235;-1;-3;12;-13;-16;4;0;0;0;-1;-1;0;;;;;;;78.3;13;8.7;78.3;21.7;0;0;v12025;20260427;8b;2025
587;8;COLEGIO SERENA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;23;24;23;292;316;307;-13;-4;-7;18;11;18;0;0;0;1;1;1;;;;;;;8.7;34.8;56.5;4.2;37.5;58.3;0;v12025;20260427;8b;2025
16488;7;COLEGIO ADVENTISTA MARANATA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;40;41;41;255;250;245;-6;-27;-11;18;-6;-3;0;-1;0;1;0;0;;;;;;;25;47.5;27.5;46.3;43.9;9.8;0;v12025;20260427;8b;2025
7726;7;ESCUELA RURAL SANTA MARIA;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;6;4;1;2;5;5;5;220;232;219;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
195;3;ESCUELA BASICA LA TIRANA;1;DE TARAPACÁ;14;TAMARUGAL;1401;POZO ALMONTE;14;Tamarugal;1;1;1;2;25;25;25;222;234;246;-9;-15;18;4;0;15;0;0;0;0;0;1;;;;;;;60;24;16;56;44;0;0;v12025;20260427;8b;2025
730;7;ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;2;7;7;7;225;233;260;-6;14;8;7;-1;29;0;0;0;0;0;1;;;;;;;;;;;;;0;v12025;20260427;8b;2025
20212;6;COLEGIO HEBREO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;4;1;27;30;27;239;254;232;18;-12;-3;-11;-19;-30;0;0;0;-1;-1;-1;;;;;;;51.9;25.9;22.2;50;30;20;0;v12025;20260427;8b;2025
5021;0;LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBE;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;84;Arauco;2;1;1;1;33;33;33;216;226;222;8;6;3;-2;-8;-9;0;0;0;0;-1;0;;;;;;;63.6;30.3;6.1;75.8;24.2;0;0;v12025;20260427;8b;2025
8367;4;COLEGIO MATER DEI DE COYHAIQUE;11;DE AYSÉN DEL GENERAL CARLOS IBAÑ;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;4;1;61;63;61;224;251;245;-13;-1;2;-26;-22;-17;-1;0;0;-1;-1;-1;;;;;;;52.5;42.6;4.9;41.3;52.4;6.3;0;v12025;20260427;8b;2025
7534;5;ESCUELA RURAL CONCORDIA;10;DE LOS LAGOS;103;OSORNO;10303;PURRANQUE;103;Osorno;2;1;1;2;1;1;1;;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;0;v12025;20260427;8b;2025
8616;9;COLEGIO POLIVALENTE PLUS ULTRA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;3;1;65;68;65;237;256;250;-6;3;12;0;0;2;0;0;0;0;0;0;;;;;;;43.1;46.2;10.8;41.2;45.6;13.2;0;v12025;20260427;8b;2025
7285;0;ESCUELA PARTICULAR BOQUIAL;14;DE LOS RÍOS;142;DEL RANCO;14204;RÍO BUENO;142;Ranco;3;2;1;2;3;4;3;198;218;244;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
1961;5;ESCUELA LATINA INES GALLARDO ORELLANA;5;DE VALPARAÍSO;58;MARGA MARG;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;1;1;2;1;22;22;21;218;233;228;9;11;28;-7;-9;-8;0;0;1;0;0;0;;;;;;;59.1;40.9;0;54.5;45.5;0;0;v12025;20260427;8b;2025
14616;1;COLEGIO LOS PRINCIPES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;59;59;59;207;241;216;-18;-21;-23;-30;-15;-32;-1;-1;-1;-1;-1;-1;;;;;;;66.1;25.4;8.5;52.5;39;8.5;0;v12025;20260427;8b;2025
2210;1;ESCUELA MUNICIPAL VILLA LA COMPANIA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6106;GRANEROS;61;Cachapoal;2;1;2;2;32;33;32;203;232;217;-1;4;-12;-22;-10;-19;0;0;0;-1;-1;-1;;;;;;;71.9;25;3.1;75.8;21.2;3;0;v12025;20260427;8b;2025
26269;2;COLEGIO ALTO DEL VALLE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;3;2;3;1;64;66;63;219;255;232;-15;-15;-12;-18;-1;-16;-1;-1;0;-1;0;-1;;;;;;;57.8;34.4;7.8;51.5;31.8;16.7;0;v12025;20260427;8b;2025
7975;8;ESCUELA ARTURO ALESSANDRI PALMA;10;DE LOS LAGOS;101;LLANQUIHUE;10105;FRUTILLAR;101;Llanquihue;6;4;2;1;31;31;31;236;249;235;30;7;4;11;7;-1;1;0;0;1;0;0;;;;;;;48.4;35.5;16.1;48.4;35.5;16.1;0;v12025;20260427;8b;2025
10225;3;ESCUELA PARTIC. COLEGIO BALMACEDA-RENCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;2;1;30;28;30;230;256;243;19;9;8;5;14;7;1;0;0;0;1;0;;;;;;;53.3;33.3;13.3;32.1;53.6;14.3;0;v12025;20260427;8b;2025
9684;9;COLEGIO SAN GREGORIO DE LA SALLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;3;1;76;77;76;241;248;254;-14;-31;-8;4;-8;6;-1;-1;0;0;-1;1;;;;;;;32.9;51.3;15.8;51.9;40.3;7.8;0;v12025;20260427;8b;2025
5270;1;LICEO POLITECNICO DOMINGO STA MARIA;9;DE LA ARAUCANÍA;92;MALLECO;9209;RENAICO;91;Malleco;2;1;2;1;32;31;32;218;246;229;-19;-17;-8;-7;4;-7;-1;-1;0;0;0;0;;;;;;;46.9;50;3.1;54.8;35.5;9.7;0;v12025;20260427;8b;2025
6352;5;ESCUELA AMANECER DE VILLA LOS BOLDOS;9;DE LA ARAUCANÍA;91;CAUTÍN;9118;TOLTÉN;93;Cautin Sur;6;4;2;1;8;8;8;244;252;259;-5;-14;4;19;10;23;0;0;0;1;0;1;;;;;;;;;;;;;0;v12025;20260427;8b;2025
8410;7;ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO;11;DE AYSÉN DEL GENERAL CARLOS IBAÑ;113;CAPITÁN PR;11303;TORTEL;111;Coyhaique;6;4;3;2;9;9;8;244;280;262;-10;-7;-6;7;24;14;0;0;0;0;1;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
6495;5;ESCUELA RUCA RAQUI;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;2;7;7;7;227;224;221;;;;9;-10;-10;;;;0;0;0;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
10574;0;ESCUELA ESPANA;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;6;4;2;1;11;11;11;242;243;238;41;21;26;17;1;2;1;0;0;1;0;0;;;;;;;36.4;36.4;27.3;45.5;45.5;9.1;0;v12025;20260427;8b;2025
8310;0;COLEGIO MAURICIO HITCHCOCK;10;DE LOS LAGOS;104;PALENA;10403;HUALAIHUÉ;101;Llanquihue;2;1;2;2;18;18;18;247;238;256;17;-10;10;22;-4;20;1;0;0;1;0;1;;;;;;;27.8;55.6;16.7;55.6;38.9;5.6;0;v12025;20260427;8b;2025
16923;4;THE BRITISH SCHOOL PATAGONIA;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;5;1;69;67;69;244;278;243;-23;-6;-31;-30;-27;-46;-1;0;-1;-1;-1;-1;;;;;;;37.7;36.2;26.1;23.9;52.2;23.9;0;v12025;20260427;8b;2025
6644;3;LICEO SAN FCO DE ASIS DE NVA IMPERIAL;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;3;2;3;1;79;79;79;257;277;264;16;11;5;20;21;16;1;1;0;1;1;1;;;;;;;31.6;38;30.4;24.1;51.9;24.1;0;v12025;20260427;8b;2025
1769;8;COLEGIO RAYEN CAVEN;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;3;2;4;1;30;29;30;231;255;246;-3;-21;-16;-19;-18;-16;0;-1;0;-1;-1;-1;;;;;;;43.3;43.3;13.3;41.4;48.3;10.3;0;v12025;20260427;8b;2025
