rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
18128;5;COLEGIO SANTO TOMÁS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;4;1;60;61;299;268;4;-13;15;-2;0;-1;1;0;;;;;13.3;26.7;60;36.1;36.1;27.9;0;v12025;20260427;4b;2025
8287;2;ESCUELA RURAL AUCHAC;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;6;4;3;2;3;3;245;207;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
8290;2;ESCUELA RURAL KUME RUKA WEKETRUMAO;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;6;4;1;2;8;8;242;234;-17;-9;-17;-9;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
31012;3;INSTITUTO BICENTENARIO DE EXCELENCIA CH;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;19;19;269;284;-2;16;-7;24;0;0;0;1;;;;;31.6;26.3;42.1;21.1;26.3;52.6;0;v12025;20260427;4b;2025
8536;7;ESCUELA REPUBLICA DE ISRAEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;51;51;283;248;-4;-8;7;-12;0;0;1;-1;;;;;23.5;25.5;51;47.1;41.2;11.8;0;v12025;20260427;4b;2025
9369;6;ESCUELA PARTICULAR ROSARIO CONCHA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;80;76;269;262;-2;-16;-7;2;0;-1;-1;0;;;;;31.3;23.8;45;39.5;36.8;23.7;0;v12025;20260427;4b;2025
9618;0;ESCUELA BAS. BENJAMIN SUBERCASEAUX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;6;4;2;1;60;61;263;238;-42;-37;-4;-14;-1;-1;0;-1;;;;;31.7;35;33.3;59;32.8;8.2;0;v12025;20260427;4b;2025
22353;0;ESCUELA PARTICULAR TRULLUN MAPU;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
18028;9;COLEGIO CIUDAD EDUCATIVA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;3;1;61;61;262;246;2;1;-14;-14;0;0;-1;-1;;;;;31.1;36.1;32.8;45.9;47.5;6.6;0;v12025;20260427;4b;2025
6126;3;ESCUELA PARTICULAR NUEVA ESPERANZA;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;2;1;21;20;284;277;4;3;17;25;0;0;1;1;;;;;9.5;38.1;52.4;30;20;50;0;v12025;20260427;4b;2025
7600;7;ESCUELA PARTICULAR N.163 LAFQUELMAPU;10;DE LOS LAGOS;103;OSORNO;10306;SAN JUAN DE LA COST;103;Osorno;3;2;1;2;4;4;246;191;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
10305;5;ESCUELA SANTIAGO DE GUAYAQUIL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13107;HUECHURABA;137;Norte;2;1;2;1;30;30;254;239;0;-3;-13;-13;0;0;-1;-1;;;;;46.7;16.7;36.7;66.7;13.3;20;0;v12025;20260427;4b;2025
8436;0;ESCUELA PORTUGAL;12;DE MAGALLANES Y DE LA ANT;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;2;1;24;24;271;251;34;24;4;-1;1;1;0;0;;;;;33.3;29.2;37.5;45.8;25;29.2;0;v12025;20260427;4b;2025
8682;7;COLEGIO RAFAEL SANHUEZA LIZARDI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;3;2;4;1;82;82;296;278;0;0;12;8;0;0;1;1;;;;;15.9;18.3;65.9;18.3;43.9;37.8;0;v12025;20260427;4b;2025
10010;2;MUSTAFA KEMAL ATATURK;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;6;4;2;1;24;27;274;250;-9;-14;7;-2;0;0;0;0;;;;;37.5;12.5;50;40.7;37;22.2;0;v12025;20260427;4b;2025
8928;1;LICEO JOSE VICTORINO LASTARRIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;1;1;4;1;70;70;283;271;-10;-7;-1;1;0;0;0;0;;;;;20;21.4;58.6;25.7;40;34.3;0;v12025;20260427;4b;2025
40043;2;COLEGIO SUEÑO DEL MAÑANA;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;154;157;280;258;-9;-21;4;-2;0;-1;0;0;;;;;22.1;30.5;47.4;36.3;45.9;17.8;0;v12025;20260427;4b;2025
5585;9;ESCUELA VILLA ALEGRE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;2;1;1;1;12;12;279;231;-5;-48;20;-12;0;-1;1;-1;;;;;16.7;25;58.3;58.3;41.7;0;0;v12025;20260427;4b;2025
14573;4;ESCUELA CAROLA REYES PIZARRO;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;2;2;2;2;263;203;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
6083;6;ESCUELA PARTICULAR RELICURA;9;DE LA ARAUCANÍA;91;CAUTÍN;9115;PUCÓN;93;Cautin Sur;3;2;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
12509;1;LICEO PDTE. ANIBAL PINTO GARMENDIA.;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;58;57;262;244;-1;-16;-14;-16;0;-1;-1;-1;;;;;25.9;43.1;31;57.9;33.3;8.8;0;v12025;20260427;4b;2025
3853;9;ESCUELA JULIO MONTT SALAMANCA;16;DE ÑUBLE;163;PUNILLA;16302;COIHUECO;161;Diguillín;6;4;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
4019;3;ESCUELA BÁSICA LAGUNA AVENDAÑO;16;DE ÑUBLE;161;DIGUILLÍN;16107;QUILLÓN;161;Diguillín;2;1;2;2;20;20;257;269;-34;2;-10;17;-1;0;-1;1;;;;;30;45;25;25;35;40;0;v12025;20260427;4b;2025
14716;8;PAN AMERICAN COLLEGE VINA DEL MAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;29;30;273;245;-1;7;-11;-25;0;0;-1;-1;;;;;24.1;27.6;48.3;43.3;43.3;13.3;0;v12025;20260427;4b;2025
6060;7;ESC. BASICA VILLA SAN PEDRO;9;DE LA ARAUCANÍA;91;CAUTÍN;9115;PUCÓN;93;Cautin Sur;2;1;2;2;14;15;265;263;-23;-8;-2;11;-1;0;0;1;;;;;35.7;21.4;42.9;26.7;60;13.3;0;v12025;20260427;4b;2025
3355;3;ESCUELA GABRIELA MISTRAL;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;2;1;1;2;14;14;282;270;17;14;23;27;0;0;1;1;;;;;14.3;35.7;50;14.3;71.4;14.3;0;v12025;20260427;4b;2025
464;2;ESCUELA BÁSICA GUALBERTO KONG FERNÁNDEZ;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;6;4;2;1;66;67;277;255;24;10;10;3;1;0;1;0;;;;;22.7;33.3;43.9;41.8;38.8;19.4;0;v12025;20260427;4b;2025
25436;3;COLEGIO PART. SOCHIDES RENCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;3;1;114;118;290;281;0;-15;14;21;0;-1;1;1;;;;;21.9;16.7;61.4;17.8;42.4;39.8;0;v12025;20260427;4b;2025
22519;3;COLEGIO MIRADOR DEL LAGO;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;6;4;2;1;71;73;273;249;14;4;6;-3;1;0;1;0;;;;;33.8;28.2;38;47.9;39.7;12.3;0;v12025;20260427;4b;2025
25101;1;COLEGIO CORONEL ELEUTERIO RAMIREZ MOLIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;3;2;3;1;92;97;262;247;1;-10;-14;-13;0;0;-1;-1;;;;;34.8;26.1;39.1;51.5;30.9;17.5;0;v12025;20260427;4b;2025
1128;2;ESCUELA COMUNIDADES DE VALLE HERMOSO;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;2;1;3;2;29;28;285;268;-2;8;9;8;0;0;1;1;;;;;13.8;37.9;48.3;21.4;50;28.6;0;v12025;20260427;4b;2025
16780;0;COLEGIO ALTO LAUQUÉN;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;3;1;72;74;279;270;11;19;3;10;0;1;0;1;;;;;23.6;23.6;52.8;29.7;35.1;35.1;0;v12025;20260427;4b;2025
3378;2;ESCUELA SOFIA VASQUEZ REBOLLEDO;7;DEL MAULE;74;LINARES;7403;LONGAVÍ;73;Linares;2;1;1;2;2;2;213;215;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
7434;9;ESCUELA PARTICULAR N.143 SANTA CRUZ;10;DE LOS LAGOS;103;OSORNO;10307;SAN PABLO;103;Osorno;3;2;3;1;33;33;268;248;-5;-5;-8;-12;0;0;-1;-1;;;;;27.3;36.4;36.4;48.5;45.5;6.1;0;v12025;20260427;4b;2025
4852;6;ESCUELA BASICA CALETA DEL MEDIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;2;2;6;8;274;266;;;;14;;;;0;2;;1;2;;;;;;;0;v12025;20260427;4b;2025
14381;2;COLEGIO EL VALLE DE CASABLANCA;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;3;2;4;1;37;38;268;258;-19;-25;-16;-12;-1;-1;-1;-1;;;;;29.7;29.7;40.5;28.9;60.5;10.5;0;v12025;20260427;4b;2025
4188;2;ESCUELA REPUBLICA DE GRECIA;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;1;2;2;217;217;;;;;;;;;;;2;1;;;;;;;0;v12025;20260427;4b;2025
3143;7;ESCUELA SANTA LAURA DE LO FIGUEROA;7;DEL MAULE;71;TALCA;7107;PENCAHUE;72;Talca;2;1;2;2;24;24;302;280;50;35;35;28;1;1;1;1;;;;;8.3;20.8;70.8;25;33.3;41.7;0;v12025;20260427;4b;2025
20504;4;CENTRO EDUCACIONAL HACIENDA DE TENO;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;v12025;20260427;4b;2025
22396;4;ESCUELA PARTICULAR LA COLONIA;10;DE LOS LAGOS;101;LLANQUIHUE;10107;LLANQUIHUE;101;Llanquihue;3;2;3;2;1;2;;188;;;;;;;;;1;;1;1;;;;;;;0;v12025;20260427;4b;2025
1171;1;ESCUELA BASICA LA FRONTERA DE ALICAHUE;5;DE VALPARAÍSO;54;PETORCA;5402;CABILDO;51;Quillota - Petorca;2;1;2;2;3;3;250;243;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
25224;7;COLEGIO BERTAIT COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;4;4;256;287;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
4586;1;ESCUELA BASICA MANQUIMAVIDA;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;6;4;2;1;7;8;322;262;64;7;55;10;1;0;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
5250;7;ESCUELA REGIMIENTO HUSARES;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;1;2;2;2;298;268;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
3335;9;ESCUELA PANIMAVIDA;7;DEL MAULE;74;LINARES;7402;COLBÚN;73;Linares;2;1;1;2;36;40;279;259;21;14;20;16;1;1;1;1;;;;;27.8;30.6;41.7;42.5;37.5;20;0;v12025;20260427;4b;2025
22419;7;ESCUELA PADRE ALBERTO HURTADO;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;2;1;46;45;255;241;-13;-6;-12;-11;-1;0;-1;-1;;;;;41.3;23.9;34.8;55.6;35.6;8.9;0;v12025;20260427;4b;2025
11968;7;COLEGIO CUMBRES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;109;108;324;333;-6;-1;22;41;0;0;1;1;;;;;6.4;7.3;86.2;0;11.1;88.9;0;v12025;20260427;4b;2025
1148;7;LICEO JOSE MANUEL BORGONO NUNEZ;5;DE VALPARAÍSO;54;PETORCA;5404;PETORCA;51;Quillota - Petorca;2;1;3;1;13;13;263;242;-18;-3;-13;-18;0;0;-1;-1;;;;;46.2;7.7;46.2;53.8;38.5;7.7;0;v12025;20260427;4b;2025
24626;3;COMPLEJO EDUCACIONAL ALBERTO WIDMER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;68;67;282;257;16;0;6;-3;1;0;1;0;;;;;14.7;35.3;50;43.3;35.8;20.9;0;v12025;20260427;4b;2025
1271;8;ESCUELA JOSÉ ANTONIO MANSO DE VELASCO;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;2;1;2;1;24;27;255;215;4;-23;-12;-37;0;-1;-1;-1;;;;;54.2;20.8;25;77.8;18.5;3.7;0;v12025;20260427;4b;2025
15755;4;COLEGIO SAN NICOLAS;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6303;CHIMBARONGO;62;Colchagua;3;2;2;1;37;37;264;263;5;13;-3;11;0;1;0;1;;;;;37.8;27;35.1;35.1;37.8;27;0;v12025;20260427;4b;2025
2814;2;ESCUELA SAN RAFAEL;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;3;2;11;11;287;277;20;24;11;17;1;1;0;1;;;;;9.1;36.4;54.5;27.3;36.4;36.4;0;v12025;20260427;4b;2025
630;0;COLEGIO LA HERRADURA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;3;1;25;26;286;245;-7;-9;10;-15;0;0;1;-1;;;;;32;8;60;42.3;53.8;3.8;0;v12025;20260427;4b;2025
22688;2;COLEGIO BOSQUES DE ALERCE;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;2;2;77;78;272;271;9;3;5;19;0;0;1;1;;;;;26;31.2;42.9;21.8;50;28.2;0;v12025;20260427;4b;2025
3876;8;ESCUELA HECTOR MANUEL ARIAS CORTES;16;DE ÑUBLE;161;DIGUILLÍN;16106;PINTO;161;Diguillín;6;4;1;2;3;2;288;253;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
3212;3;ESCUELA ANA LUISA ESPINA RIVERO;7;DEL MAULE;71;TALCA;7103;CUREPTO;72;Talca;2;1;1;2;3;3;259;264;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
13342;6;COLEGIO PARTICULAR SAN FRANCISCO JAVIER;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;16;16;267;239;14;13;-9;-21;0;0;0;-1;;;;;18.8;50;31.3;56.3;37.5;6.3;0;v12025;20260427;4b;2025
1440;0;COLEGIO LUCERO;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;4;3;5;1;12;11;209;211;;;-93;-81;;;-1;-1;;;1;1;50;50;0;90.9;0;9.1;0;v12025;20260427;4b;2025
4686;8;INSTITUTO DE HUMANIDADES ALFREDO SILVA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;4;3;5;1;61;63;304;288;15;13;2;-4;1;1;0;0;;;;;18;14.8;67.2;19;31.7;49.2;0;v12025;20260427;4b;2025
5227;2;ESCUELA JOSÉ ELÍAS BOLIVAR HERRERA;9;DE LA ARAUCANÍA;92;MALLECO;9201;ANGOL;91;Malleco;2;1;2;1;29;27;280;252;-7;-37;13;0;0;-1;1;0;;;;;24.1;27.6;48.3;55.6;25.9;18.5;0;v12025;20260427;4b;2025
25785;0;COLEGIO PART. ROYAL AMERICAN SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;4;3;5;1;39;41;272;267;-25;-13;-30;-25;-1;-1;-1;-1;;;;;17.9;48.7;33.3;26.8;46.3;26.8;0;v12025;20260427;4b;2025
2522;4;ESCUELA MUNICIPAL SN LUIS DE MANANTIALE;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6308;PLACILLA;62;Colchagua;6;4;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;v12025;20260427;4b;2025
16588;3;COLEGIO SAN ALFONSO DE EL BOLDO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;3;1;35;34;287;287;27;22;11;27;1;1;1;1;;;;;20;28.6;51.4;11.8;52.9;35.3;0;v12025;20260427;4b;2025
587;8;COLEGIO SERENA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;21;21;320;312;2;16;18;20;0;0;1;1;;;;;4.8;14.3;81;4.8;14.3;81;0;v12025;20260427;4b;2025
89;2;ESCUELA HUMAPALCA;15;DE ARICA Y PARINACOTA;152;PARINACOTA;15202;GENERAL LAGOS;152;Parinacota;6;4;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
836;2;ESCUELA INES DE SUAREZ;4;DE COQUIMBO;43;LIMARÍ;4303;MONTE PATRIA;42;Limari;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
22476;6;COLEGIO SAN JOSE;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;6;4;1;1;13;14;244;236;-24;-14;-15;-7;-1;0;-1;0;;;;;69.2;15.4;15.4;50;50;0;0;v12025;20260427;4b;2025
9741;1;ESCUELA BASICA COEDUCACIONAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;6;4;1;1;22;22;215;199;-30;-19;-44;-44;-1;-1;-1;-1;;;;;63.6;27.3;9.1;77.3;22.7;0;0;v12025;20260427;4b;2025
5911;0;ESC. BASICA CANTINO;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;2;1;2;2;2;2;318;286;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
6160;3;ESCUELA PARTICULAR CARMELITA;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;1;2;3;3;264;228;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
4417;2;ESCUELA BASICA SAN LUIS DE MALVEN;8;DEL BIOBÍO;83;BIOBÍO;8305;MULCHÉN;82;Bio Bio;2;1;2;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
16488;7;COLEGIO ADVENTISTA MARANATA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;36;37;279;271;2;6;3;11;0;0;0;1;;;;;25;22.2;52.8;29.7;37.8;32.4;0;v12025;20260427;4b;2025
195;3;ESCUELA BASICA LA TIRANA;1;DE TARAPACÁ;14;TAMARUGAL;1401;POZO ALMONTE;14;Tamarugal;1;1;1;2;29;29;234;223;-25;-50;-25;-20;-1;-1;-1;-1;;;;;58.6;13.8;27.6;65.5;24.1;10.3;0;v12025;20260427;4b;2025
730;7;ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;2;8;8;260;246;12;-19;1;3;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
7726;7;ESCUELA RURAL SANTA MARIA;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;6;4;1;2;7;7;240;227;;;-19;-16;;;-1;-1;;;2;2;;;;;;;0;v12025;20260427;4b;2025
20212;6;COLEGIO HEBREO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;4;1;33;33;276;271;-13;7;-8;1;0;0;-1;0;;;;;21.2;33.3;45.5;24.2;51.5;24.2;0;v12025;20260427;4b;2025
8367;4;COLEGIO MATER DEI DE COYHAIQUE;11;DE AYSÉN DEL GENERAL CARL;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;4;1;58;65;274;237;23;-8;-10;-33;1;0;-1;-1;;;;;29.3;29.3;41.4;50.8;41.5;7.7;0;v12025;20260427;4b;2025
7285;0;ESCUELA PARTICULAR BOQUIAL;14;DE LOS RÍOS;142;DEL RANCO;14204;RÍO BUENO;142;Ranco;3;2;2;2;3;3;231;206;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
7534;5;ESCUELA RURAL CONCORDIA;10;DE LOS LAGOS;103;OSORNO;10303;PURRANQUE;103;Osorno;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
1961;5;ESCUELA LATINA INES GALLARDO ORELLANA;5;DE VALPARAÍSO;58;MARGA MARG;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;1;1;2;1;15;16;257;255;8;9;-10;3;0;0;0;0;;;;;33.3;40;26.7;50;31.3;18.8;0;v12025;20260427;4b;2025
14616;1;COLEGIO LOS PRINCIPES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;54;54;265;241;-5;-7;-2;-11;0;0;0;-1;;;;;27.8;40.7;31.5;50;40.7;9.3;0;v12025;20260427;4b;2025
2210;1;ESCUELA MUNICIPAL VILLA LA COMPANIA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6106;GRANEROS;61;Cachapoal;2;1;3;2;23;23;263;246;4;0;-13;-14;0;0;-1;-1;;;;;43.5;13;43.5;52.2;17.4;30.4;0;v12025;20260427;4b;2025
26269;2;COLEGIO ALTO DEL VALLE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;3;2;3;1;83;81;248;232;-7;-10;-28;-28;0;0;-1;-1;;;;;47;25.3;27.7;54.3;37;8.6;0;v12025;20260427;4b;2025
22668;8;CENTRO EDUCACIONAL AMADOR CARDENAS PARE;10;DE LOS LAGOS;102;CHILOÉ;10210;QUINCHAO;102;Chiloe;3;2;3;1;11;10;299;243;;;23;-17;;;1;-1;;;2;2;9.1;27.3;63.6;60;40;0;0;v12025;20260427;4b;2025
10225;3;ESCUELA PARTIC. COLEGIO BALMACEDA-RENCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;2;1;29;30;270;244;13;-30;3;-8;0;-1;0;-1;;;;;34.5;13.8;51.7;50;43.3;6.7;0;v12025;20260427;4b;2025
7975;8;ESCUELA ARTURO ALESSANDRI PALMA;10;DE LOS LAGOS;101;LLANQUIHUE;10105;FRUTILLAR;101;Llanquihue;6;4;2;1;36;35;251;239;13;8;-16;-13;0;0;-1;-1;;;;;44.4;33.3;22.2;57.1;22.9;20;0;v12025;20260427;4b;2025
9684;9;COLEGIO SAN GREGORIO DE LA SALLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;3;1;71;72;276;250;-10;-10;0;-10;0;0;0;-1;;;;;23.9;31;45.1;43.1;44.4;12.5;0;v12025;20260427;4b;2025
5270;1;LICEO POLITECNICO DOMINGO STA MARIA;9;DE LA ARAUCANÍA;92;MALLECO;9209;RENAICO;91;Malleco;2;1;2;1;26;27;264;270;4;27;-3;18;0;1;0;1;;;;;30.8;26.9;42.3;25.9;44.4;29.6;0;v12025;20260427;4b;2025
6352;5;ESCUELA AMANECER DE VILLA LOS BOLDOS;9;DE LA ARAUCANÍA;91;CAUTÍN;9118;TOLTÉN;93;Cautin Sur;6;4;2;1;9;9;268;266;10;31;1;14;0;1;0;1;;;;;;;;;;;0;v12025;20260427;4b;2025
8410;7;ESCUELA MUNICIPAL CDTE LUIS BRAVO BRAVO;11;DE AYSÉN DEL GENERAL CARL;113;CAPITÁN PR;11303;TORTEL;111;Coyhaique;6;4;4;2;9;9;299;279;20;-14;15;9;0;0;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
8659;2;ESCUELA PARTICULAR FRANCISCO ANDRES OLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;4;1;87;87;294;287;-5;10;10;17;0;1;1;1;;;;;16.1;26.4;57.5;19.5;35.6;44.8;0;v12025;20260427;4b;2025
6495;5;ESCUELA RUCA RAQUI;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;2;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
10574;0;ESCUELA ESPANA;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;6;4;2;1;8;9;249;238;-30;-13;-18;-14;-1;0;-1;-1;;;;;;;;;;;0;v12025;20260427;4b;2025
8310;0;COLEGIO MAURICIO HITCHCOCK;10;DE LOS LAGOS;104;PALENA;10403;HUALAIHUÉ;101;Llanquihue;2;1;3;2;12;12;244;210;-19;-27;-32;-50;0;-1;-1;-1;;;;;58.3;16.7;25;91.7;0;8.3;0;v12025;20260427;4b;2025
16923;4;THE BRITISH SCHOOL PATAGONIA;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;5;1;72;76;283;282;-7;-1;-19;-10;0;0;-1;-1;;;;;23.6;27.8;48.6;19.7;47.4;32.9;0;v12025;20260427;4b;2025
8267;8;ESCUELA RURAL HUELPUN;10;DE LOS LAGOS;102;CHILOÉ;10208;QUELLÓN;102;Chiloe;6;4;2;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
