rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
11678;5;LICEO ADVENTISTA;12;DE MAGALLANES Y DE LA ANT;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;3;2;4;1;36;36;305;294;36;37;21;24;1;1;1;1;;;;;2.8;25;72.2;8.3;47.2;44.4;0;v12025;20260427;4b;2025
317;4;ESCUELA LAS ROCAS;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;2;1;106;104;252;244;-17;-7;-15;-8;-1;0;-1;-1;;;;;47.2;23.6;29.2;51.9;34.6;13.5;0;v12025;20260427;4b;2025
12963;1;THE ANTOFAGASTA BAPTIST COLLEGE;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;3;2;4;1;116;118;285;282;-10;-4;1;12;-1;0;0;1;;;;;21.6;25;53.4;19.5;41.5;39;0;v12025;20260427;4b;2025
41439;5;COLEGIO PATAGONIA PUERTO VARAS;10;DE LOS LAGOS;101;LLANQUIHUE;10109;PUERTO VARAS;101;Llanquihue;4;3;5;2;49;49;306;293;6;16;4;1;0;1;0;0;;;;;4.1;20.4;75.5;6.1;40.8;53.1;0;v12025;20260427;4b;2025
10012;9;ESCUELA GIL DE CASTRO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;1;1;1;1;19;19;268;237;21;;9;-6;0;;0;0;;;;1;47.4;10.5;42.1;57.9;36.8;5.3;0;v12025;20260427;4b;2025
10799;9;ESCUELA RAMON NOGUERA PRIETO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;2;2;30;30;256;251;-36;-20;-11;-1;-1;-1;-1;0;;;;;36.7;26.7;36.7;36.7;56.7;6.7;0;v12025;20260427;4b;2025
14629;3;COLEGIO CASTELIANO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;63;62;264;237;-1;-18;-12;-23;0;-1;-1;-1;;;;;34.9;25.4;39.7;54.8;35.5;9.7;0;v12025;20260427;4b;2025
420;0;LICEO FERNANDO ARIZTÍA RUIZ;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;6;4;2;1;114;121;249;240;-3;-1;-18;-12;0;0;-1;-1;;;;;50.9;18.4;30.7;52.1;40.5;7.4;0;v12025;20260427;4b;2025
171;6;ESCUELA APAMILCA;1;DE TARAPACÁ;14;TAMARUGAL;1402;CAMIÑA;14;Tamarugal;2;1;4;2;2;2;312;259;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
666;1;ESCUELA BASICA LUCILA GODOY ALCAYAGA;4;DE COQUIMBO;41;ELQUI;4106;VICUÑA;41;Elqui;6;4;2;1;11;11;313;287;58;42;46;35;1;1;1;1;;;;;0;27.3;72.7;18.2;36.4;45.5;0;v12025;20260427;4b;2025
10158;3;COLEGIO BICENTENARIO SAN DAMIAN DE MOLO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13103;CERRO NAVIA;134;Poniente;3;2;3;1;69;68;281;266;8;2;5;6;0;0;1;1;;;;;30.4;20.3;49.3;32.4;41.2;26.5;0;v12025;20260427;4b;2025
11240;2;ESCUELA SAN GABRIEL DE LA RIVERA;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;3;2;3;1;64;65;284;269;-9;-8;8;9;0;0;1;1;;;;;18.8;28.1;53.1;20;61.5;18.5;0;v12025;20260427;4b;2025
1748;5;COLEGIO ESPANOL MARIA REINA;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;83;82;246;251;-27;-3;-30;-9;-1;0;-1;-1;;;;;44.6;33.7;21.7;39;45.1;15.9;0;v12025;20260427;4b;2025
25;6;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;2;1;57;58;258;255;12;20;-9;3;1;1;-1;0;;;;;40.4;21.1;38.6;41.4;37.9;20.7;0;v12025;20260427;4b;2025
566;5;COLEGIO ISABEL RIQUELME;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;2;1;29;29;246;239;16;20;-21;-13;1;1;-1;-1;;;;;44.8;37.9;17.2;62.1;37.9;0;0;v12025;20260427;4b;2025
22747;1;CENTRO EDUCATIVO SAGRADO CORAZON DE JES;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;3;2;3;1;23;23;285;257;23;1;9;-3;1;0;1;0;;;;;17.4;34.8;47.8;39.1;43.5;17.4;0;v12025;20260427;4b;2025
271;2;ESCUELA BASICA CAMAR;2;DE ANTOFAGASTA;22;EL LOA;2203;SAN PEDRO DE ATACAM;22;El Loa;6;4;4;2;2;2;290;276;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
1353;6;ESCUELA SAN JOSE DE CATEMU;5;DE VALPARAÍSO;57;SAN FELIPE;5702;CATEMU;52;San Felipe - Los Andes;2;1;2;2;16;15;267;267;-14;26;0;15;0;1;0;1;;;;;31.3;31.3;37.5;26.7;53.3;20;0;v12025;20260427;4b;2025
31340;4;NETLAND SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;3;2;4;1;138;139;277;266;-23;-20;-7;-4;-1;-1;-1;0;;;;;27.5;18.1;54.3;32.4;45.3;22.3;0;v12025;20260427;4b;2025
22186;4;ESC. PART. CONDE DE LEMU;14;DE LOS RÍOS;141;VALDIVIA;14104;LOS LAGOS;141;Valdivia;3;2;1;2;6;6;256;219;-22;-24;-3;-24;0;0;0;-1;;;;;;;;;;;0;v12025;20260427;4b;2025
9617;2;LICEO MUNICIPAL LA GRANJA POETA NERUDA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;6;4;3;1;26;30;300;281;-39;-16;24;21;-1;-1;1;1;;;;;7.7;23.1;69.2;16.7;46.7;36.7;0;v12025;20260427;4b;2025
25767;2;COLEGIO SAN JORGE DE LAS CONDES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;3;2;4;1;22;23;260;259;9;-10;-24;-11;0;0;-1;-1;;;;;36.4;36.4;27.3;43.5;30.4;26.1;0;v12025;20260427;4b;2025
31506;0;ESCUELA BASICA  PETRA  COLLEGE;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13603;ISLA DE MAIPO;135;Talagante;3;2;3;1;31;30;260;251;-10;-6;-16;-9;0;0;-1;-1;;;;;38.7;25.8;35.5;46.7;33.3;20;0;v12025;20260427;4b;2025
8953;2;COLEGIO HUELEN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;4;3;5;1;47;49;330;323;-7;-5;28;31;0;0;1;1;;;;;2.1;10.6;87.2;0;10.2;89.8;0;v12025;20260427;4b;2025
14526;2;COLEGIO ALONSO DE QUINTERO;5;DE VALPARAÍSO;51;VALPARAÍSO;5107;QUINTERO;53;Valparaiso - Isla de Pascua;3;2;3;1;62;62;290;276;-1;12;14;16;0;1;1;1;;;;;11.3;37.1;51.6;21;53.2;25.8;0;v12025;20260427;4b;2025
5372;4;ESCUELA PARTICULAR SANTA ELENA;9;DE LA ARAUCANÍA;92;MALLECO;9203;CURACAUTÍN;91;Malleco;3;2;3;1;51;51;251;248;-23;-25;-25;-12;-1;-1;-1;-1;;;;;49;19.6;31.4;43.1;41.2;15.7;0;v12025;20260427;4b;2025
6036;4;ESCUELA LICANCURA;9;DE LA ARAUCANÍA;91;CAUTÍN;9104;CURARREHUE;93;Cautin Sur;2;1;1;2;3;3;297;257;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
1791;4;SAINT PAUL´S SCHOOL;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;52;52;290;292;-25;-16;-12;0;-1;-1;-1;0;;;;;19.2;23.1;57.7;5.8;44.2;50;0;v12025;20260427;4b;2025
2455;4;COLEGIO INMACULADA CONCEPCION;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;3;2;3;1;67;69;261;232;-13;-8;-15;-28;-1;0;-1;-1;;;;;38.8;23.9;37.3;60.9;36.2;2.9;0;v12025;20260427;4b;2025
440;5;COLEGIO PARROQUIAL PADRE NEGRO;3;DE ATACAMA;31;COPIAPÓ;3102;CALDERA;31;Copiapo - Chanaral;3;2;3;1;76;76;249;239;-14;-1;-27;-21;-1;0;-1;-1;;;;;43.4;34.2;22.4;48.7;42.1;9.2;0;v12025;20260427;4b;2025
8100;0;ESCUELA RURAL SOL DEL PACIFICO;10;DE LOS LAGOS;102;CHILOÉ;10202;ANCUD;102;Chiloe;6;4;2;2;8;8;314;259;16;-31;47;7;0;-1;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
22209;7;ESCUELA RURAL EL LLOLLE;10;DE LOS LAGOS;101;LLANQUIHUE;10108;MAULLÍN;101;Llanquihue;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
10092;7;ESCUELA GOLDA MEIR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;6;4;2;1;31;32;274;264;-17;8;7;12;-1;0;0;1;;;;;22.6;38.7;38.7;28.1;56.3;15.6;0;v12025;20260427;4b;2025
5395;3;ESCUELA MARCELA PAZ;9;DE LA ARAUCANÍA;92;MALLECO;9211;VICTORIA;91;Malleco;2;1;3;1;55;56;298;272;7;9;22;12;0;0;1;1;;;;;14.5;25.5;60;23.2;48.2;28.6;0;v12025;20260427;4b;2025
1602;0;COLEGIO ESPERANZA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;17;17;236;252;-18;0;-40;-8;0;0;-1;0;;;;;52.9;17.6;29.4;41.2;47.1;11.8;0;v12025;20260427;4b;2025
5893;9;ESCUELA PARTICULAR LAS CEREZAS;9;DE LA ARAUCANÍA;91;CAUTÍN;9113;PERQUENCO;92;Cautin Norte;3;2;1;2;2;2;169;181;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
16756;8;COLEGIO LOS AGUSTINOS;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;3;2;3;1;26;27;281;256;-29;-29;5;-4;-1;-1;0;0;;;;;23.1;23.1;53.8;37;44.4;18.5;0;v12025;20260427;4b;2025
8243;0;ESCUELA RURAL JUAN BAUTISTA CHIGUAY;10;DE LOS LAGOS;102;CHILOÉ;10207;QUEILÉN;102;Chiloe;6;4;1;2;2;2;249;213;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
17895;0;COLEGIO SAN FERNANDO;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;2;1;97;101;279;283;-2;6;12;31;0;0;1;1;;;;;24.7;24.7;50.5;17.8;40.6;41.6;0;v12025;20260427;4b;2025
3829;6;ESCUELA BÁSICA JOSÉ ANDRES LEIVA LEIVA;16;DE ÑUBLE;163;PUNILLA;16304;SAN FABIÁN;161;Diguillín;6;4;2;2;5;5;267;263;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
4496;2;COLEGIO PARTICULAR SAN MAURICIO;8;DEL BIOBÍO;83;BIOBÍO;8304;LAJA;82;Bio Bio;3;2;2;1;8;9;310;286;;;;;;;;;2;2;1;1;;;;;;;0;v12025;20260427;4b;2025
20145;6;ESCUELA GOLDEN HOUSE;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;3;2;1;2;5;5;267;245;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
10825;1;ESCUELA PADRE ALBERTO HURTADO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;1;2;5;5;284;262;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
769;2;COLEGIO SAN VIATOR;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;3;2;4;1;81;85;286;284;1;11;2;14;0;1;0;1;;;;;21;29.6;49.4;16.5;37.6;45.9;0;v12025;20260427;4b;2025
228;3;ESCUELA BASICA VADO DE TOPATER;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;6;4;3;1;64;67;280;264;-4;-8;4;4;0;0;0;0;;;;;23.4;23.4;53.1;31.3;46.3;22.4;0;v12025;20260427;4b;2025
12130;4;ESCUELA MARIA TERESA SCHOOL NUM 2;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;2;1;28;28;245;223;-19;-26;-22;-29;-1;-1;-1;-1;;;;;42.9;28.6;28.6;67.9;28.6;3.6;0;v12025;20260427;4b;2025
8220;1;ESCUELA RURAL CUCAO;10;DE LOS LAGOS;102;CHILOÉ;10203;CHONCHI;102;Chiloe;6;4;2;2;4;4;262;232;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
20122;7;ESCUELA TRANI-TRANI;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;1;2;7;8;261;230;-13;-36;2;-13;0;-1;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
3855;5;ESCUELA GENERAL PEDRO LAGOS MARCHANT;16;DE ÑUBLE;163;PUNILLA;16302;COIHUECO;161;Diguillín;6;4;2;2;8;9;303;260;16;-24;36;8;0;-1;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
8761;0;COLEGIO INSTITUTO DE HUMANIDADES LUIS C;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;99;100;295;282;9;1;-7;-10;0;0;-1;-1;;;;;15.2;23.2;61.6;19;44;37;0;v12025;20260427;4b;2025
15757;0;COLEGIO PART. SUBV. SAN ESTEBAN;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6301;SAN FERNANDO;62;Colchagua;3;2;2;2;26;25;261;263;8;6;-6;11;0;0;0;1;;;;;42.3;23.1;34.6;36;44;20;0;v12025;20260427;4b;2025
9282;7;ESCUELA GUARDIAMARINA ERNESTO RIQUELME;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;1;1;3;1;28;28;243;224;-5;-2;-33;-36;0;0;-1;-1;;;;;67.9;3.6;28.6;67.9;21.4;10.7;0;v12025;20260427;4b;2025
6205;7;ESCUELA PARTICULAR SAN MANUEL DE LOLEN;9;DE LA ARAUCANÍA;91;CAUTÍN;9105;FREIRE;93;Cautin Sur;3;2;2;2;21;21;273;237;-14;-25;6;-15;0;-1;0;-1;;;;;28.6;23.8;47.6;66.7;28.6;4.8;0;v12025;20260427;4b;2025
2624;7;ESCUELA MUNICIPAL LIHUEIMO;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6306;PALMILLA;62;Colchagua;2;1;1;2;3;3;302;261;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
13344;2;COLEGIO AMERICANO;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;2;1;60;63;272;242;17;15;5;-10;1;1;0;-1;;;;;35;26.7;38.3;54;33.3;12.7;0;v12025;20260427;4b;2025
4854;2;ESCUELA BASICA SAN FRANCISCO;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
5180;2;ESCUELA PARTICULAR NUEVA AURORA;8;DEL BIOBÍO;82;ARAUCO;8203;CAÑETE;84;Arauco;3;2;1;2;5;5;267;240;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
7908;1;ESCUELA PARTICULAR N.216 MIRAMAR;10;DE LOS LAGOS;101;LLANQUIHUE;10106;LOS MUERMOS;101;Llanquihue;3;2;1;2;2;2;263;211;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
7244;3;ESCUELA RURAL COLONIA DIUMEN;14;DE LOS RÍOS;142;DEL RANCO;14204;RÍO BUENO;142;Ranco;2;1;1;2;12;13;270;248;-46;-8;11;5;-1;0;1;0;;;;;25;41.7;33.3;53.8;38.5;7.7;0;v12025;20260427;4b;2025
4662;0;COLEGIO SAN IGNACIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;4;1;103;104;283;273;-12;-13;-1;3;-1;-1;0;0;;;;;22.3;24.3;53.4;20.2;52.9;26.9;0;v12025;20260427;4b;2025
4831;3;ESCUELA BASICA BELLAVISTA;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;3;1;17;17;281;253;-5;-12;5;-7;0;0;0;0;;;;;17.6;41.2;41.2;47.1;23.5;29.4;0;v12025;20260427;4b;2025
6577;3;COLEGIO DREAM HOUSE;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;3;2;1;2;6;6;304;271;6;-17;45;28;0;0;1;1;;;;;;;;;;;0;v12025;20260427;4b;2025
16733;9;COLEGIO ALTAS CUMBRES DE SAN CLEMENTE;7;DEL MAULE;71;TALCA;7109;SAN CLEMENTE;72;Talca;3;2;2;1;21;21;312;293;22;21;45;41;1;1;1;1;;;;;0;28.6;71.4;19;33.3;47.6;0;v12025;20260427;4b;2025
16564;6;LICEO BICENTENARIO TP SIMON BOLIVAR;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;2;2;38;38;282;268;-8;-9;15;16;0;0;1;1;;;;;13.2;39.5;47.4;23.7;50;26.3;0;v12025;20260427;4b;2025
8718;1;ESCUELA PARTICULAR DANES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;11;12;257;205;;-8;;-55;;0;;-1;2;;1;;36.4;27.3;36.4;83.3;16.7;0;0;v12025;20260427;4b;2025
9259;2;COLEGIO MANQUECURA ÑUÑOA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;113;112;304;288;-5;-7;2;-4;0;0;0;0;;;;;13.3;20.4;66.4;21.4;25;53.6;0;v12025;20260427;4b;2025
18087;4;DINABEC COLLEGE;16;DE ÑUBLE;163;PUNILLA;16301;SAN CARLOS;161;Diguillín;3;2;3;1;41;41;294;284;7;4;18;24;0;0;1;1;;;;;17.1;22;61;22;36.6;41.5;0;v12025;20260427;4b;2025
14718;4;COLEGIO PRINCIPE DE ASTURIAS;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;3;1;10;11;269;256;-3;-2;-7;-4;0;0;0;0;;;;;20;40;40;36.4;54.5;9.1;0;v12025;20260427;4b;2025
6726;1;ESCUELA BASICA SANTA MARGARITA;9;DE LA ARAUCANÍA;91;CAUTÍN;9106;GALVARINO;92;Cautin Norte;2;1;1;2;4;4;279;241;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
5472;0;ESC. MUNICIPAL PICHIPELLAHUEN;9;DE LA ARAUCANÍA;92;MALLECO;9207;LUMACO;91;Malleco;2;1;1;2;2;2;269;257;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
3480;0;ESCUELA JOSE MANUEL BALMACEDA;7;DEL MAULE;74;LINARES;7406;SAN JAVIER;73;Linares;2;1;2;1;48;48;256;241;6;-8;-11;-11;0;0;-1;-1;;;;;35.4;25;39.6;52.1;37.5;10.4;0;v12025;20260427;4b;2025
8449;2;ESCUELA ELBA OJEDA GOMEZ;12;DE MAGALLANES Y DE LA ANT;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;3;1;20;21;266;257;-20;0;-10;-3;-1;0;-1;0;;;;;30;30;40;38.1;47.6;14.3;0;v12025;20260427;4b;2025
540;1;ESCUELA DE ISLON;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;6;4;1;1;12;13;276;265;47;;17;22;1;;1;1;;;;2;16.7;33.3;50;30.8;53.8;15.4;0;v12025;20260427;4b;2025
20520;6;COLEGIO SAN MARCOS DE ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;25;25;253;250;-42;-19;-49;-42;-1;-1;-1;-1;;;;;36;40;24;52;28;20;0;v12025;20260427;4b;2025
789;7;ESCUELA EL ESPINAL DE RIO HURTADO;4;DE COQUIMBO;43;LIMARÍ;4305;RÍO HURTADO;42;Limari;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;4b;2025
1038;3;ESCUELA PARTICULAR EL PALQUIAL;4;DE COQUIMBO;42;CHOAPA;4204;SALAMANCA;43;Choapa;3;2;3;2;5;5;263;258;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
7536;1;COLEGIO PRECIOSA SANGRE;10;DE LOS LAGOS;103;OSORNO;10303;PURRANQUE;103;Osorno;3;2;4;1;83;86;285;261;-12;-8;1;-9;-1;0;0;-1;;;;;13.3;36.1;50.6;31.4;51.2;17.4;0;v12025;20260427;4b;2025
10868;5;ESCUELA BASICA G-N°139;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13505;SAN PEDRO;135;Talagante;2;1;2;2;17;17;269;223;22;-13;2;-29;1;0;0;-1;;;;;23.5;35.3;41.2;64.7;35.3;0;0;v12025;20260427;4b;2025
4868;2;COLEGIO PADRE LUIS AMIGO;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;34;37;288;255;23;3;4;-15;1;0;0;-1;;;;;14.7;35.3;50;43.2;35.1;21.6;0;v12025;20260427;4b;2025
9551;6;ESCUELA PARTICULAR LA RONDA DE SN.MIGUE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13121;PEDRO AGUIRRE CERDA;131;Centro;3;2;2;1;22;23;271;267;-5;-6;4;15;0;0;0;1;;;;;22.7;27.3;50;17.4;69.6;13;0;v12025;20260427;4b;2025
6434;3;ESCUELA PARTICULAR PORMA;9;DE LA ARAUCANÍA;91;CAUTÍN;9117;TEODORO SCHMIDT;93;Cautin Sur;3;2;1;2;10;10;268;256;-5;-17;9;13;0;0;0;1;;;;;20;40;40;40;40;20;0;v12025;20260427;4b;2025
9053;0;COLEGIO TERESIANO ENRIQUE DE OSSO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;78;78;305;294;-11;-11;3;2;0;-1;0;0;;;;;11.5;14.1;74.4;11.5;39.7;48.7;0;v12025;20260427;4b;2025
25369;3;COLEGIO PARTICULAR ALICANTE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;269;273;293;286;-19;-2;9;16;-1;0;1;1;;;;;12.6;28.6;58.7;18.3;35.9;45.8;0;v12025;20260427;4b;2025
2604;2;ESCUELA PENABLANCA;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6309;PUMANQUE;62;Colchagua;2;1;2;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
15588;8;ROSARIO COLLEGE;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6115;RENGO;61;Cachapoal;3;2;3;1;23;21;292;275;0;-27;16;15;0;-1;1;1;;;;;13;30.4;56.5;9.5;71.4;19;0;v12025;20260427;4b;2025
16713;4;COLEGIO SAN PABLO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;3;2;10;12;270;272;-4;19;-6;12;0;1;0;1;;;;;20;40;40;8.3;58.3;33.3;0;v12025;20260427;4b;2025
5;1;JOVINA NARANJO FERNANDEZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;6;4;4;1;21;22;279;266;-5;5;-5;-4;0;0;0;0;;;;;14.3;33.3;52.4;27.3;50;22.7;0;v12025;20260427;4b;2025
8661;4;ESCUELA PARTICULAR GUILLERMO MATTA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;80;80;277;288;-22;2;1;28;-1;0;0;1;;;;;32.5;18.8;48.8;18.8;36.3;45;0;v12025;20260427;4b;2025
40288;5;COLEGIO SAN FRANCISCO DE ASIS DE OSORNO;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;1;1;15;15;266;233;17;10;7;-10;0;0;0;-1;;;;;26.7;20;53.3;60;33.3;6.7;0;v12025;20260427;4b;2025
5664;2;COLEGIO AUGUSTO WINTER;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;38;38;257;253;-21;-7;-19;-7;-1;0;-1;-1;;;;;42.1;18.4;39.5;44.7;34.2;21.1;0;v12025;20260427;4b;2025
9992;9;ESCUELA DIEGO PORTALES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;1;1;3;1;51;53;246;237;-5;0;-30;-23;0;0;-1;-1;;;;;56.9;23.5;19.6;64.2;22.6;13.2;0;v12025;20260427;4b;2025
14649;8;COLEGIO SAN FRANCISCO DE ASIS;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;3;2;2;1;12;12;246;241;-17;-14;-21;-11;0;0;-1;0;;;;;50;25;25;58.3;25;16.7;0;v12025;20260427;4b;2025
5993;5;ESCUELA LEOVIGILDO KLEY;9;DE LA ARAUCANÍA;91;CAUTÍN;9103;CUNCO;92;Cautin Norte;3;2;2;1;35;36;292;287;12;-9;25;35;0;0;1;1;;;;;17.1;25.7;57.1;19.4;30.6;50;0;v12025;20260427;4b;2025
15731;7;COLEGIO ESPANA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;3;2;2;1;25;25;262;247;32;9;-5;-5;1;0;0;0;;;;;48;12;40;56;28;16;0;v12025;20260427;4b;2025
24977;7;COLEGIO MAYOR TOBALABA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;4;3;5;1;89;88;292;278;-7;6;-10;-14;0;0;-1;-1;;;;;18;27;55.1;20.5;46.6;33;0;v12025;20260427;4b;2025
